iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
4,q136,15414.165,2.521,15416.686,3.1656
4,q137,117.68,1.812,119.492,4.3687
4,q138,2919.08,1.781,2920.861,6.5373
4,q139,202.845,2.686,205.531,1.1865
4,q140,7062.905,4.932,7067.837,9.1238
4,q141,10989.048,4.953,10994.001,1.6886
4,q142,10879.69,6.657,10886.347,4.3377
4,q143,9653.846,4.875,9658.721,6.0532
4,q144,831.758,2.564,834.322,1.2595
4,q145,166.776,3.025,169.801,2.8865
4,q146,131.629,3.072,134.701,1.3516
5,q001,16.597,0.404,17.001,1.0
5,q002,422.604,0.459,423.063,1.9031
5,q003,113.409,0.464,113.873,2.1305
5,q004,126.933,0.461,127.394,2.1249
5,q005,308.195,0.461,308.656,1.752
5,q006,76.396,0.445,76.841,1.6255
5,q007,82.749,0.639,83.388,1.5772
5,q008,116.117,0.639,116.756,1.5679
5,q009,75.029,0.691,75.72,1.1486
5,q010,48.79,0.678,49.468,1.592
5,q011,38.603,0.679,39.282,1.8799
5,q012,67.334,0.694,68.028,2.5394
5,q013,27.613,0.657,28.27,2.1378
5,q014,13.703,0.691,14.394,3.7079
5,q015,343.947,0.659,344.606,1.1187
5,q016,38.422,0.68,39.102,1.7248
5,q017,8.323,0.577,8.9,1.6773
5,q018,32.666,0.681,33.347,1.1378
5,q019,21.083,0.558,21.641,1.0005
5,q020,56.445,0.6,57.045,1.1345
5,q021,40.464,0.603,41.067,1.983
5,q022,80.49,0.637,81.127,2.4494
5,q023,55.871,0.609,56.48,1.7852
5,q024,21.827,0.627,22.454,2.6919
5,q025,49.465,1.645,51.11,1.227
5,q026,32.041,1.358,33.399,1.1125
5,q027,21.835,1.668,23.503,2.5091
5,q028,564.692,1.339,566.031,1.1646
5,q029,71.727,1.39,73.117,1.4111
5,q030,17655.756,1.525,17657.281,8.3867
5,q031,1168.094,1.464,1169.558,3.9234
5,q032,685.957,1.713,687.67,2.4804
5,q033,42.615,1.643,44.258,4.9617
5,q034,18858.226,1.513,18859.739,2.8436
5,q035,373.261,1.592,374.853,3.076
5,q036,26.956,1.527,28.483,3.1756
5,q037,82.732,1.534,84.266,1.3425
5,q038,3263.312,1.535,3264.847,1.7911
5,q039,376.693,1.67,378.363,3.1906
5,q040,30.359,1.315,31.674,1.1915
5,q041,9.497,1.357,10.854,2.3195
5,q042,107.656,2.512,110.168,1.2206
5,q043,327.845,1.559,329.404,1.4159
5,q044,224.518,1.641,226.159,2.1608
5,q045,7.385,1.53,8.915,2.0636
5,q046,152.654,2.416,155.07,2.2273
5,q047,1994.283,2.298,1996.581,3.0468
5,q048,18.297,2.539,20.836,14.9677
5,q049,736.344,2.415,738.759,2.7046
5,q050,61.678,2.345,64.023,7.1684
5,q051,5332.506,2.378,5334.884,3.2221
