iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
6,13b,144.022,16.186,160.208,1.2272
6,13c,107.434,15.269,122.703,1.6514
6,13d,843.177,13.6,856.777,1.202
6,14a,243.879,9.525,253.404,1.2426
6,14b,112.487,9.788,122.275,1.2765
6,14c,404.329,9.826,414.155,1.2759
6,15a,157.701,21.312,179.013,1.1833
6,15b,20.218,22.464,42.682,1.0759
6,15c,598.765,21.452,620.217,1.132
6,15d,844.488,20.55,865.038,1.2164
6,16a,156.146,9.698,165.844,1.3576
6,16b,6583.402,8.682,6592.084,1.4007
6,16c,14751.607,9.521,14761.128,6.1393
6,16d,14659.609,9.721,14669.33,6.5281
6,17a,2326.384,5.442,2331.826,1.5566
6,17b,4578.005,5.257,4583.262,1.3382
6,17c,4481.228,5.173,4486.401,1.3628
6,17d,4555.177,5.19,4560.367,1.3628
6,17e,2628.957,5.261,2634.218,1.5063
6,17f,2392.843,5.28,2398.123,1.483
6,18a,2209.435,5.944,2215.379,1.1353
6,18b,104.846,6.808,111.654,1.1232
6,18c,3050.185,6.328,3056.513,1.1355
6,19a,131.778,45.459,177.237,1.2592
6,19b,55.454,41.806,97.26,2.12
6,19c,790.13,42.692,832.822,1.4867
6,19d,2278.401,39.222,2317.623,1.5828
6,1a,43.565,2.654,46.219,1.1153
6,1b,39.255,2.235,41.49,1.1413
6,1c,40.172,2.339,42.511,1.08
6,1d,38.95,2.129,41.079,1.1386
6,20a,2262.17,24.916,2287.086,2.2899
6,20b,1529.037,25.383,1554.42,1.8684
6,20c,1607.024,25.212,1632.236,3.1094
6,21a,34.339,22.261,56.6,1.1722
6,21b,35.756,21.815,57.571,1.2187
